generic_name,cardiotoxicity__binary,cardiotoxicity__ternary,dermatological_toxicity__binary,dermatological_toxicity__ternary,hematological__binary,hematological__ternary,infertility__binary,infertility__ternary,liver_toxicity__binary,liver_toxicity__ternary,ototoxicity__binary,ototoxicity__ternary,pulmonary_toxicity__binary,pulmonary_toxicity__ternary,renal_toxicity__binary,renal_toxicity__ternary,SMILES_standardized,SMILES_clean,SMILES_filled,SMILES_source,name_best_query,name_corrected,SMILES_recovered,SMILES_recovered_source,recovery_status,SMILES_recovered_v3,SMILES_recovered_v3_source,recovery_debug_v3
ANIDULAFUNGIN,0,,1,,1,Most,0,,1,Most,0,,0,,0,,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,cccccoc1ccc(-c2ccc(-c3ccc(c(=o)n[c@h]4c[c@@h](o)[c@@h](o)nc(=o)[c@@h]5[c@@h](o)[c@@h](c)cn5c(=o)[c@h]([c@@h](c)o)nc(=o)[c@h]([c@h](o)[c@@h](o)c5ccc(o)cc5)nc(=o)[c@@h]5c[c@@h](o)cn5c(=o)[c@h]([c@@h](c)o)nc4=o)cc3)cc2)cc1,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,Original,,,,,,,,
ANTICOAGULANT SODIUM CITRATE SOLUTION,0,,0,,0,,0,,0,,0,,0,,0,,Not found,not found,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],ChEMBL,ANTICOAGULANT SODIUM CITRATE SOLUTION,ANTICOAGULANT SODIUM CITRATE SOLUTION,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],ChEMBL,found_chembl | variants_tried=3,,,
APALUTAMIDE,1,Most,1,Most,1,Most,1,Most,0,,0,,1,,1,,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,cnc(=o)c1ccc(n2c(=s)n(c3cnc(c#n)c(c(f)(f)f)c3)c(=o)c23ccc3)cc1f,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,Original,,,,,,,,
APIXABAN,0,,1,,1,Most,1,,0,,0,,0,,0,,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,coc1ccc(-n2nc(c(n)=o)c3c2c(=o)n(c2ccc(n4ccccc4=o)cc2)cc3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Original,,,,,,,,
APOMORPHINE HYDROCHLORIDE,1,Most,1,Most,1,Most,1,,0,,0,,1,,0,,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,cn1ccc2cccc3c2[c@h]1cc1ccc(o)c(o)c1-3.cn1ccc2cccc3c2[c@h]1cc1ccc(o)c(o)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Original,,,,,,,,
APREMILAST,0,,1,,0,,1,,0,,0,,0,,0,,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,ccoc1cc([c@@h](cs(c)(=o)=o)n2c(=o)c3cccc(nc(c)=o)c3c2=o)ccc1oc,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,Original,,,,,,,,
APREPITANT,0,,1,Most,1,Most,0,,0,,0,,0,,0,,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,c[c@@h](o[c@h]1occn(cc2n[nh]c(=o)[nh]2)[c@h]1c1ccc(f)cc1)c1cc(c(f)(f)f)cc(c(f)(f)f)c1,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Original,,,,,,,,
ARGATROBAN,0,,1,,1,Most,0,,1,Most,0,,1,,0,,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,cc1cnc2c(cccc2s(=o)(=o)n[c@@h](cccnc(=n)n)c(=o)n2cc[c@@h](c)c[c@@h]2c(=o)o)c1,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,Original,,,,,,,,
ARGININE HYDROCHLORIDE,0,,1,Most,1,,0,,0,,0,,0,,1,,N=C(N)NCCC[C@H](N)C(=O)O,n=c(n)nccc[c@h](n)c(=o)o,N=C(N)NCCC[C@H](N)C(=O)O,Original,,,,,,,,
ARIPIPRAZOLE,1,Most,1,Most,1,Most,1,,1,,0,,0,,0,,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,o=c1ccc2ccc(occccn3ccn(c4cccc(cl)c4cl)cc3)cc2n1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Original,,,,,,,,
ARIPIPRAZOLE LAUROXIL,1,Most,1,Most,1,Most,1,Most,0,,0,,0,,0,,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,cccccccccccc(=o)ocn1c(=o)ccc2ccc(occccn3ccn(c4cccc(cl)c4cl)cc3)cc21,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,Original,,,,,,,,
ARSENIC TRIOXIDE,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,O=[As][As+](=O)[O-],o=[as][as+](=o)[o-],O=[As][As+](=O)[O-],Original,,,,,,,,
ASCIMINIB,1,Most,1,Most,1,Most,1,Most,1,,0,,0,,0,,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,o=c(nc1ccc(oc(f)(f)cl)cc1)c1cnc(n2cc[c@@h](o)c2)c(-c2cc[nh]n2)c1,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,Original,,,,,,,,
ASCORBIC ACID,0,,1,,1,Most,0,,0,,0,,0,,1,Most,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,o=c1o[c@h]([c@@h](o)co)c(o)=c1o,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,Original,,,,,,,,
ASENAPINE MALEATE,1,,1,Most,1,Most,0,,1,,0,,0,,0,,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,cn1cc2c3ccccc3oc3ccc(cl)cc3c2c1.o=c(o)/c=c\c(=o)o,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,Original,,,,,,,,
ATAZANAVIR,1,,1,Most,1,Most,0,,1,Most,0,,0,,1,Most,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,coc(=o)n[c@h](c(=o)n[c@@h](cc1ccccc1)[c@@h](o)cn(cc1ccc(-c2ccccn2)cc1)nc(=o)[c@@h](nc(=o)oc)c(c)(c)c)c(c)(c)c,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,Original,,,,,,,,
ATENOLOL,1,Most,1,,1,,0,,1,,0,,1,,0,,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,cc(c)ncc(o)coc1ccc(cc(n)=o)cc1,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,Original,,,,,,,,
ATOGEPANT,0,,1,Most,0,,0,,0,,0,,0,,0,,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,c[c@@h]1[c@h](c2c(f)ccc(f)c2f)c[c@h](nc(=o)c2cnc3c(c2)c[c@@]2(c3)c(=o)nc3ncccc32)c(=o)n1cc(f)(f)f,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,Original,,,,,,,,
ATOMOXETINE HYDROCHLORIDE,1,Most,1,Most,0,,0,,1,Most,0,,0,,0,,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,cncc[c@@h](oc1ccccc1c)c1ccccc1,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Original,,,,,,,,
ATORVASTATIN CALCIUM,1,,1,Most,0,,1,Most,1,Most,0,,1,,1,,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O.CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,cc(c)c1c(c(=o)nc2ccccc2)c(-c2ccccc2)c(-c2ccc(f)cc2)n1cc[c@@h](o)c[c@@h](o)cc(=o)o.cc(c)c1c(c(=o)nc2ccccc2)c(-c2ccccc2)c(-c2ccc(f)cc2)n1cc[c@@h](o)c[c@@h](o)cc(=o)o,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O.CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,Original,,,,,,,,
ATOVAQUONE,0,,1,,1,,0,,1,Most,0,,0,,1,,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,o=c1c(o)=c([c@h]2cc[c@h](c3ccc(cl)cc3)cc2)c(=o)c2ccccc21,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,Original,,,,,,,,
ATRACURIUM BESYLATE,1,,1,,0,,0,,0,,0,,1,,0,,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,coc1ccc(cc2c3cc(oc)c(oc)cc3cc[n+]2(c)ccc(=o)occcccoc(=o)cc[n+]2(c)ccc3cc(oc)c(oc)cc3c2cc2ccc(oc)c(oc)c2)cc1oc.o=s(=o)([o-])c1ccccc1.o=s(=o)([o-])c1ccccc1,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,Original,,,,,,,,
ATROPINE SULFATE,1,Most,1,,0,,0,,0,,0,,1,,0,,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,cn1[c@@h]2cc[c@h]1c[c@@h](oc(=o)c(co)c1ccccc1)c2,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,Original,,,,,,,,
AURANOFIN,0,,1,,1,Most,0,,1,Most,0,,1,,1,,CC(=O)OCC1OC([S-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O.CCP(CC)CC.[Au+],cc(=o)occ1oc([s-])c(oc(c)=o)c(oc(c)=o)c1oc(c)=o.ccp(cc)cc.[au+],CC(=O)OCC1OC([S-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O.CCP(CC)CC.[Au+],Original,,,,,,,,
AVACOPAN,0,,1,Most,0,,0,,1,Most,0,,0,,1,Most,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,cc1ccc(nc(=o)[c@h]2cccn(c(=o)c3c(c)cccc3f)[c@h]2c2ccc(nc3cccc3)cc2)cc1c(f)(f)f,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,Original,,,,,,,,
AVANAFIL,1,Most,1,,0,,1,Most,0,,1,,0,,0,,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,coc1ccc(cnc2nc(n3ccc[c@h]3co)ncc2c(=o)ncc2ncccn2)cc1cl,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,Original,,,,,,,,
AVAPRITINIB,0,,1,Most,1,Most,1,Most,1,,0,,0,,1,,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,cn1cc(-c2cc3c(n4ccn(c5ncc([c@@](c)(n)c6ccc(f)cc6)cn5)cc4)ncnn3c2)cn1,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,Original,,,,,,,,
AVATROMBOPAG MALEATE,0,,1,,1,Most,0,,0,,0,,0,,0,,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,o=c(nc1nc(-c2cc(cl)cs2)c(n2ccn(c3ccccc3)cc2)s1)c1cnc(n2ccc(c(=o)o)cc2)c(cl)c1.o=c(o)/c=c\c(=o)o,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,Original,,,,,,,,
AXITINIB,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,cnc(=o)c1ccccc1sc1ccc2c(/c=c/c3ccccn3)n[nh]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Original,,,,,,,,
AZACITIDINE,1,,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,nc1ncn([c@@h]2o[c@h](co)[c@@h](o)[c@h]2o)c(=o)n1,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Original,,,,,,,,
AZATHIOPRINE,0,,1,Most,1,Most,1,Most,1,Most,0,,1,,0,,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,cn1cnc([n+](=o)[o-])c1sc1ncnc2[nh]cnc12,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,Original,,,,,,,,
AZATHIOPRINE SODIUM,0,,1,Most,1,Most,1,Most,1,Most,0,,1,Most,0,,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,cn1cnc([n+](=o)[o-])c1sc1ncnc2nc[nh]c12,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,Original,,,,,,,,
AZILSARTAN KAMEDOXOMIL,0,,1,,0,,0,,0,,0,,0,,1,Most,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,ccoc1nc2cccc(c(=o)occ3oc(=o)oc3c)c2n1cc1ccc(-c2ccccc2-c2noc(=o)[nh]2)cc1,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Original,,,,,,,,
AZITHROMYCIN,1,,1,Most,1,,0,,1,Most,1,Most,0,,1,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,cc[c@h]1oc(=o)[c@h](c)[c@@h](o[c@h]2c[c@@](c)(oc)[c@@h](o)[c@h](c)o2)[c@h](c)[c@@h](o[c@@h]2o[c@h](c)c[c@h](n(c)c)[c@h]2o)[c@](c)(o)c[c@@h](c)cn(c)[c@h](c)[c@@h](o)[c@]1(c)o,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Original,,,,,,,,
AZTREONAM,1,,1,Most,1,Most,0,,1,,0,,0,,1,,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,c[c@h]1[c@h](nc(=o)/c(=n\oc(c)(c)c(=o)o)c2csc(n)n2)c(=o)n1s(=o)(=o)o,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,Original,,,,,,,,
BACLOFEN,0,,1,,0,,0,,0,,0,,0,,1,,NCC(CC(=O)O)c1ccc(Cl)cc1,ncc(cc(=o)o)c1ccc(cl)cc1,NCC(CC(=O)O)c1ccc(Cl)cc1,Original,,,,,,,,
BALOXAVIR MARBOXIL,0,,1,Most,0,,0,,0,,0,,0,,0,,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,coc(=o)ococ1c2n(ccc1=o)n([c@@h]1c3ccccc3scc3c1ccc(f)c3f)[c@@h]1coccn1c2=o,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,Original,,,,,,,,
BALSALAZIDE DISODIUM,1,,1,Most,1,Most,0,,1,Most,0,,1,Most,1,Most,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,o=c(o)ccnc(=o)c1ccc(/n=n/c2ccc(o)c(c(=o)o)c2)cc1,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,Original,,,,,,,,
BARICITINIB,1,,1,Most,1,Most,1,,1,Most,0,,1,Most,1,Most,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,ccs(=o)(=o)n1cc(cc#n)(n2cc(-c3ncnc4[nh]ccc34)cn2)c1,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,Original,,,,,,,,
BARIUM SULFATE,0,,1,,1,,0,,0,,0,,1,Most,0,,O=S(=O)(O)O,o=s(=o)(o)o,O=S(=O)(O)O,Original,,,,,,,,
BEDAQUILINE FUMARATE,1,Most,1,,0,,0,,1,Most,0,,0,,0,,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O,coc1nc2ccc(br)cc2cc1[c@@h](c1ccccc1)[c@@](o)(ccn(c)c)c1cccc2ccccc12.o=c(o)/c=c/c(=o)o,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O,Original,,,,,,,,
BELINOSTAT,1,,1,,1,Most,1,Most,1,Most,0,,0,,0,,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,o=c(/c=c/c1cccc(s(=o)(=o)nc2ccccc2)c1)no,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,Original,,,,,,,,
BELUMOSUDIL,0,,1,Most,1,Most,1,Most,1,Most,0,,0,,1,,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,cc(c)nc(=o)coc1cccc(-c2nc(nc3ccc4[nh]ncc4c3)c3ccccc3n2)c1,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,Original,,,,,,,,
BELZUTIFAN,0,,1,,1,Most,1,Most,1,,0,,1,Most,0,,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,cs(=o)(=o)c1ccc(oc2cc(f)cc(c#n)c2)c2c1[c@h](o)[c@h](f)[c@@h]2f,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,Original,,,,,,,,
BEMPEDOIC ACID,0,,1,Most,1,Most,0,,1,Most,0,,0,,1,Most,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,cc(c)(cccccc(o)cccccc(c)(c)c(=o)o)c(=o)o,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,Original,,,,,,,,
BENAZEPRIL HYDROCHLORIDE,1,,1,Most,1,,0,,1,Most,0,,0,,1,Most,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,ccoc(=o)[c@h](ccc1ccccc1)n[c@h]1ccc2ccccc2n(cc(=o)o)c1=o,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,Original,,,,,,,,
BENDAMUSTINE HYDROCHLORIDE,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,cn1c(cccc(=o)o)nc2cc(n(cccl)cccl)ccc21,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Original,,,,,,,,
BENZNIDAZOLE,0,,1,Most,1,Most,1,,0,,0,,0,,0,,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,o=c(cn1ccnc1[n+](=o)[o-])ncc1ccccc1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,Original,,,,,,,,
BENZONATATE,1,Most,1,,0,,0,,0,,0,,1,Most,0,,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,ccccnc1ccc(c(=o)occoccoccoccoccoccoccoccoccoc)cc1,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,Original,,,,,,,,
BENZPHETAMINE HYDROCHLORIDE,1,,1,Most,0,,0,,0,,0,,0,,0,,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,c[c@@h](cc1ccccc1)n(c)cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,Original,,,,,,,,
BEROTRALSTAT HYDROCHLORIDE,1,,1,,0,,0,,1,Most,0,,0,,0,,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,n#cc1cccc([c@@h](ncc2cc2)c2ccc(f)c(nc(=o)c3cc(c(f)(f)f)nn3-c3cccc(cn)c3)c2)c1,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,Original,,,,,,,,
BETAINE,0,,1,,0,,0,,0,,0,,0,,0,,C[N+](C)(C)CC(=O)O,c[n+](c)(c)cc(=o)o,C[N+](C)(C)CC(=O)O,Original,,,,,,,,
BETHANECHOL CHLORIDE,1,,1,,0,,0,,0,,0,,1,,0,,CC(C[N+](C)(C)C)OC(N)=O,cc(c[n+](c)(c)c)oc(n)=o,CC(C[N+](C)(C)C)OC(N)=O,Original,,,,,,,,
BETIATIDE,0,,1,,0,,0,,0,,0,,0,,0,,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,o=c(o)cnc(=o)cnc(=o)cnc(=o)csc(=o)c1ccccc1,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,Original,,,,,,,,
BEXAROTENE,0,,1,Most,1,Most,1,Most,1,Most,0,,0,,0,,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,c=c(c1ccc(c(=o)o)cc1)c1cc2c(cc1c)c(c)(c)ccc2(c)c,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,Original,,,,,,,,
BICALUTAMIDE,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,0,,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,cc(o)(cs(=o)(=o)c1ccc(f)cc1)c(=o)nc1ccc(c#n)c(c(f)(f)f)c1,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Original,,,,,,,,
BICISATE DIHYDROCHLORIDE,0,,1,,0,,0,,0,,0,,0,,0,,CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC,ccoc(=o)c(cs)nccnc(cs)c(=o)occ,CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC,Original,,,,,,,,
BINIMETINIB,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,1,,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,cn1cnc2c(f)c(nc3ccc(br)cc3f)c(c(=o)nocco)cc21,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,Original,,,,,,,,
